CustomerId,CreditScore,Region,Gender,Age,ACCT_OPN_DATE,M_Minus_one_Bal,Total_FD_Amt,HasCrCard,Last_Login_Date,EstimatedSalary,Acct_Cls_Flag,Current_balance,M_Minus_two_Bal,Acct_vintage,Login_vintage,CreditScore_buckets,Age_buckets,Churn
15771749,653,Western,Female,38,2023-03-08,373745,20000,0,2023-06-08,89524.83,0,347249,290388,166,74,b.580-660,b.30-40,0
15624677,543,Western,Female,37,2023-05-08,266897,20000,0,2023-06-08,33998.7,0,178444,148691,105,74,a.<580,b.30-40,0
15610337,666,North,Male,35,2023-06-08,219925,20000,1,2023-05-08,175015.12,0,279119,123666,74,105,c.660-720,b.30-40,0
15653315,555,North,Female,35,2023-07-08,301195,20000,1,2023-07-08,101667.0,0,375340,276703,44,44,a.<580,b.30-40,0
15693902,597,South,Male,19,2023-06-08,37389,20000,0,2023-06-08,91036.74,0,341121,216155,74,74,b.580-660,a.18-30,0
15680112,473,Western,Female,35,2023-01-08,365726,20000,1,2023-06-08,189560.43,0,477204,51174,225,74,a.<580,b.30-40,0
15634628,579,South,Female,33,2023-07-08,351500,20000,1,2023-07-08,164608.98,0,245600,103007,44,44,a.<580,b.30-40,0
15583724,645,North,Female,29,2023-04-08,213378,20000,0,2023-06-08,74346.11,0,390366,90993,135,74,b.580-660,a.18-30,0
15815626,640,South,Male,63,2023-06-08,299304,20000,1,2023-06-08,112503.24,1,349788,26274,74,74,b.580-660,d.60+,0
15735632,571,South,Male,41,2022-12-08,327891,20000,0,2023-07-08,63736.17,0,476177,173481,256,44,a.<580,c.40-60,0
15626141,750,South,Female,26,2023-07-08,130191,20000,0,2023-07-08,19921.72,0,394794,118647,44,44,d.720-800,a.18-30,0
15663294,703,South,Male,32,2023-07-08,388185,20000,0,2023-07-08,56246.72,0,325711,107762,44,44,c.660-720,b.30-40,0
15578375,628,South,Male,39,2023-02-08,19593,20000,1,2023-05-08,134441.6,0,1055,213973,194,105,b.580-660,b.30-40,0
15634792,516,South,Female,40,2022-11-08,200786,20000,0,2023-06-08,33266.29,0,277053,42892,286,74,a.<580,b.30-40,0
15590146,630,South,Male,50,2023-07-08,381682,20000,0,2023-06-08,63606.22,1,311102,93158,44,74,b.580-660,c.40-60,0
15616922,479,South,Male,26,2023-07-08,354123,20000,0,2023-08-08,19116.97,0,60782,82359,44,13,a.<580,a.18-30,1
15730161,833,South,Male,39,2023-05-08,101697,20000,0,2023-05-08,1710.89,0,29271,131460,105,105,e.800+,b.30-40,1
15782181,592,North,Male,35,2023-02-08,352700,20000,0,2023-06-08,72678.75,1,147355,261369,194,74,b.580-660,b.30-40,1
15588955,581,Western,Female,43,2023-03-08,178298,20000,1,2023-07-08,141035.65,1,219923,34155,166,44,b.580-660,c.40-60,0
15777907,791,South,Female,33,2023-05-08,56031,20000,1,2023-07-08,144413.92,1,365254,239712,105,44,d.720-800,b.30-40,0
15636428,703,North,Female,45,2023-07-08,315101,20000,1,2023-08-08,182784.11,1,293831,276690,44,13,c.660-720,c.40-60,0
15788189,665,South,Female,41,2022-12-08,137145,20000,1,2023-08-08,137037.97,0,148444,113985,256,13,c.660-720,c.40-60,0
15568106,592,South,Female,38,2022-12-08,42817,20000,0,2023-07-08,19370.73,0,400984,29212,256,44,b.580-660,b.30-40,0
15690188,631,South,Male,33,2023-01-08,352716,20000,0,2023-05-08,58043.02,1,415548,94166,225,105,b.580-660,b.30-40,0
15796114,594,South,Female,34,2023-01-08,360378,20000,0,2023-08-08,9443.15,0,349925,147189,225,13,b.580-660,b.30-40,0
15629187,535,South,Male,38,2022-12-08,369332,20000,0,2023-07-08,9238.35,0,65074,234789,256,44,a.<580,b.30-40,1
15707441,690,North,Male,26,2022-12-08,307715,20000,0,2023-06-08,83253.05,0,472198,267927,256,74,c.660-720,a.18-30,0
15697042,738,North,Male,35,2022-12-08,285202,20000,0,2023-06-08,16081.62,0,478844,136137,256,74,d.720-800,b.30-40,0
15620398,635,North,Female,34,2023-03-08,325088,20000,0,2023-05-08,15733.19,0,457438,226576,166,105,b.580-660,b.30-40,0
15700223,806,South,Male,48,2023-04-08,390793,20000,0,2023-08-08,21439.49,0,315327,272010,135,13,e.800+,c.40-60,0
15665402,703,North,Male,73,2023-03-08,361534,20000,1,2023-07-08,159677.46,0,116137,40508,166,44,c.660-720,d.60+,0
15798532,810,South,Male,32,2022-11-08,161124,20000,0,2023-08-08,78896.59,0,49034,246973,286,13,e.800+,b.30-40,1
15809616,626,North,Male,26,2022-12-08,290734,20000,1,2023-05-08,191420.71,0,311543,3192,256,105,b.580-660,a.18-30,0
15734674,593,South,Female,41,2023-02-08,228097,20000,0,2023-08-08,65170.66,0,382174,261970,194,13,b.580-660,c.40-60,0
15787835,775,Western,Female,38,2023-04-08,111188,20000,0,2023-06-08,15795.88,1,374427,40295,135,74,d.720-800,b.30-40,0
15622478,698,South,Female,40,2023-01-08,163872,20000,1,2023-08-08,107815.31,1,419722,242218,225,13,c.660-720,b.30-40,0
15598521,580,Western,Female,33,2023-01-08,379040,20000,0,2023-06-08,79775.19,0,311917,129408,225,74,a.<580,b.30-40,0
15719898,556,South,Male,36,2023-01-08,384782,20000,0,2023-08-08,32044.64,0,160621,89320,225,13,a.<580,b.30-40,0
15737605,531,North,Female,45,2023-07-08,326710,20000,1,2023-08-08,164741.5,0,199473,60633,44,13,a.<580,c.40-60,0
15680234,667,Western,Male,27,2023-06-08,23682,20000,1,2023-06-08,166317.71,0,202141,283225,74,74,c.660-720,a.18-30,0
15685564,748,North,Male,35,2023-03-08,14845,20000,1,2023-07-08,150057.2,0,418879,284548,166,44,d.720-800,b.30-40,0
15578761,459,North,Male,42,2023-02-08,328480,20000,1,2023-05-08,177683.02,1,154391,176591,194,105,a.<580,c.40-60,1
15751120,752,South,Male,36,2023-06-08,352705,20000,1,2023-08-08,124354.92,0,49717,84581,74,13,d.720-800,b.30-40,1
15658548,646,Western,Female,36,2023-02-08,200746,20000,0,2023-07-08,53217.3,0,159224,66372,194,44,b.580-660,b.30-40,0
15637315,601,North,Female,41,2023-05-08,204475,20000,0,2023-07-08,54342.83,0,216447,218239,105,44,b.580-660,c.40-60,0
15590606,595,South,Male,41,2022-11-08,281927,20000,0,2023-08-08,5967.09,0,443814,192116,286,13,b.580-660,c.40-60,0
15716328,501,South,Female,40,2023-06-08,2589,20000,1,2023-05-08,141946.92,0,252755,179037,74,105,a.<580,b.30-40,0
15593454,678,North,Female,40,2023-04-08,55792,20000,0,2023-06-08,16618.76,0,108152,197437,135,74,c.660-720,b.30-40,0
15660871,665,South,Male,28,2022-12-08,178785,20000,0,2023-07-08,90174.83,0,180402,239727,256,44,c.660-720,a.18-30,0
15679429,694,South,Male,32,2023-08-08,209896,20000,0,2023-06-08,59961.81,0,351675,71328,13,74,c.660-720,b.30-40,0
15744914,539,Western,Male,42,2023-07-08,187582,20000,1,2023-05-08,105013.63,0,453389,46182,44,105,a.<580,c.40-60,0
15648479,655,South,Female,45,2023-08-08,189410,20000,1,2023-06-08,166830.71,0,337037,99830,13,74,b.580-660,c.40-60,0
15619029,620,North,Female,43,2023-06-08,219420,20000,0,2023-06-08,20670.1,0,421501,260385,74,74,b.580-660,c.40-60,0
15598838,659,South,Male,37,2023-07-08,34082,20000,1,2023-07-08,140934.57,0,19734,41021,44,44,b.580-660,b.30-40,1
15658240,554,South,Female,44,2022-11-08,255930,20000,1,2023-07-08,115091.38,0,322402,210643,286,44,a.<580,c.40-60,0
15789484,751,Western,Female,36,2023-02-08,156824,20000,0,2023-07-08,27758.36,0,196649,171941,194,44,d.720-800,b.30-40,0
15712825,511,North,Male,29,2022-11-08,127819,20000,1,2023-06-08,140676.98,0,46131,266875,286,74,a.<580,a.18-30,1
15573452,663,Western,Male,42,2023-01-08,125385,20000,0,2023-07-08,19862.78,0,196554,100529,225,44,c.660-720,c.40-60,0
15591942,611,North,Female,33,2023-01-08,18072,20000,0,2023-07-08,3729.89,0,431102,276291,225,44,b.580-660,b.30-40,0
15605339,673,South,Female,37,2022-10-08,80006,20000,0,2023-06-08,37411.35,0,492865,177056,317,74,c.660-720,b.30-40,0
15589805,563,South,Female,34,2023-02-08,33315,20000,1,2023-06-08,152417.79,0,338390,229206,194,74,a.<580,b.30-40,0
15636023,619,South,Female,40,2022-10-08,294692,20000,1,2023-05-08,147093.84,1,412097,254998,317,105,b.580-660,b.30-40,0
15699325,555,Western,Female,62,2022-10-08,201178,20000,0,2023-05-08,8444.5,0,240070,260858,317,105,a.<580,d.60+,0
15639252,603,North,Male,30,2023-02-08,207808,20000,0,2023-06-08,19282.85,0,364356,277873,194,74,b.580-660,a.18-30,0
15660636,540,North,Male,40,2022-12-08,213102,20000,0,2023-08-08,3560.0,0,2667,193292,256,13,a.<580,b.30-40,1
15573599,506,South,Female,57,2023-02-08,157387,20000,1,2023-07-08,194421.12,1,249008,79231,194,44,a.<580,c.40-60,0
15780386,654,North,Male,40,2023-03-08,200668,20000,1,2023-06-08,173617.09,0,80854,72512,166,74,b.580-660,b.30-40,0
15728906,634,South,Male,77,2023-03-08,281748,20000,1,2023-06-08,161579.85,0,497555,108277,166,74,b.580-660,d.60+,0
15674750,481,North,Male,37,2022-12-08,187751,20000,0,2023-06-08,44215.86,0,120690,139080,256,74,a.<580,b.30-40,1
15717498,775,South,Male,42,2023-02-08,90889,20000,1,2023-07-08,187839.9,0,254443,38188,194,44,d.720-800,c.40-60,0
15593969,630,North,Female,39,2023-01-08,45162,20000,1,2023-08-08,140881.2,1,252749,64751,225,13,b.580-660,b.30-40,0
15628813,693,South,Female,43,2023-04-08,167548,20000,0,2023-05-08,9241.78,0,268561,272955,135,105,c.660-720,c.40-60,0
15588080,675,South,Male,54,2023-02-08,68674,20000,1,2023-05-08,110273.84,1,193323,66542,194,105,c.660-720,c.40-60,0
15798470,764,North,Male,48,2023-07-08,288423,20000,1,2023-08-08,158323.81,1,72804,100563,44,13,d.720-800,c.40-60,1
15702175,755,South,Female,29,2023-04-08,134363,20000,0,2023-08-08,28805.09,0,261437,283634,135,13,d.720-800,a.18-30,0
15710390,655,South,Male,39,2023-02-08,284210,20000,1,2023-07-08,148948.52,0,46397,80364,194,44,b.580-660,b.30-40,1
15794941,647,Western,Male,41,2023-07-08,231084,20000,1,2023-08-08,189159.97,0,156736,210125,44,13,b.580-660,c.40-60,1
15713774,644,North,Female,46,2023-02-08,96225,20000,1,2023-06-08,156787.34,1,96245,240877,194,74,b.580-660,c.40-60,0
15715527,543,North,Female,41,2023-04-08,271735,20000,1,2023-08-08,194902.16,0,282809,292775,135,13,a.<580,c.40-60,0
15763055,572,North,Male,31,2023-03-08,81670,20000,1,2023-08-08,119996.95,0,255579,255474,166,13,a.<580,b.30-40,0
15681887,758,Western,Male,33,2023-08-08,42801,20000,0,2023-08-08,26606.28,0,95439,173211,13,13,d.720-800,b.30-40,0
15750441,782,South,Male,36,2023-03-08,184880,20000,1,2023-08-08,108003.38,0,475663,294656,166,13,d.720-800,b.30-40,0
15779267,584,South,Male,47,2023-03-08,177856,20000,0,2023-07-08,89286.29,0,121281,227642,166,44,b.580-660,c.40-60,1
15688074,802,Western,Male,31,2023-07-08,7137,20000,1,2023-07-08,187658.09,0,199038,97232,44,44,e.800+,b.30-40,0
15595282,735,South,Female,33,2023-04-08,137998,20000,1,2023-08-08,149474.69,0,452839,120099,135,13,d.720-800,b.30-40,0
15681697,508,South,Male,31,2022-12-08,180833,20000,1,2023-08-08,129803.08,0,196591,100562,256,13,a.<580,b.30-40,0
15764927,753,South,Male,92,2023-05-08,149806,20000,1,2023-06-08,195563.99,0,93335,109408,105,74,d.720-800,d.60+,1
15717643,728,South,Male,34,2023-02-08,238209,20000,0,2023-07-08,11597.69,0,74537,202850,194,44,d.720-800,b.30-40,1
15659486,586,Western,Male,34,2022-11-08,368890,20000,0,2023-06-08,15034.93,0,384647,166849,286,74,b.580-660,b.30-40,0
15618255,642,Western,Female,56,2023-02-08,47116,20000,1,2023-07-08,143049.72,1,92602,25701,194,44,b.580-660,c.40-60,0
15649618,799,Western,Male,39,2023-01-08,152414,20000,1,2023-06-08,139537.43,0,37618,77431,225,74,d.720-800,b.30-40,1
15693737,627,Western,Female,30,2023-04-08,240524,20000,1,2023-07-08,129826.89,0,222838,111683,135,44,b.580-660,a.18-30,0
15764618,815,North,Female,39,2023-02-08,284998,20000,0,2023-08-08,85167.88,0,238013,169250,194,13,e.800+,b.30-40,0
15767894,741,South,Female,21,2022-11-08,182331,20000,1,2023-07-08,139259.54,0,469710,57873,286,44,d.720-800,a.18-30,0
15727499,666,Western,Female,36,2023-05-08,347561,20000,1,2023-06-08,139435.12,0,401052,299917,105,74,c.660-720,b.30-40,0
15657540,578,South,Male,50,2023-03-08,101590,20000,1,2023-05-08,169804.4,0,199866,225920,166,105,a.<580,c.40-60,0
15795079,596,North,Male,67,2023-02-08,9966,20000,1,2023-08-08,138350.74,0,107627,221742,194,13,b.580-660,d.60+,0
15764708,572,South,Male,30,2023-02-08,195714,20000,1,2023-05-08,100843.82,0,300575,161094,194,105,a.<580,a.18-30,0
15603156,571,South,Female,33,2023-07-08,222799,20000,1,2023-07-08,102750.7,0,402675,200310,44,44,a.<580,b.30-40,0
15714939,484,Western,Female,34,2023-04-08,70760,20000,0,2023-08-08,33738.27,0,215904,132321,135,13,a.<580,b.30-40,0
15703205,656,South,Male,46,2023-03-08,307934,20000,1,2023-07-08,138849.06,0,102051,247283,166,44,b.580-660,c.40-60,1
15609545,548,South,Male,29,2023-03-08,235809,20000,1,2023-06-08,177017.39,0,397989,70020,166,74,a.<580,a.18-30,0
15592230,620,South,Male,41,2023-05-08,111306,20000,1,2023-05-08,137309.06,0,52024,44816,105,105,b.580-660,c.40-60,0
15803005,570,Western,Male,57,2023-03-08,309935,20000,1,2023-08-08,103660.31,0,82912,107360,166,13,a.<580,c.40-60,1
15655658,678,South,Male,48,2023-06-08,169324,20000,0,2023-06-08,32301.88,0,161354,234189,74,74,c.660-720,c.40-60,1
15593499,686,North,Female,47,2023-02-08,349486,20000,0,2023-06-08,32080.69,1,429844,186851,194,74,c.660-720,c.40-60,0
15771873,776,Western,Female,37,2023-06-08,253146,20000,1,2023-08-08,194099.12,0,167002,124852,74,13,d.720-800,b.30-40,0
15712543,789,Western,Male,39,2023-01-08,321639,20000,1,2023-08-08,124411.08,0,107964,111714,225,13,d.720-800,b.30-40,1
15815530,612,South,Female,42,2022-10-08,182184,20000,1,2023-08-08,149682.78,0,405847,36826,317,13,b.580-660,c.40-60,0
15671630,796,Western,Female,40,2023-07-08,157388,20000,1,2023-08-08,177524.19,0,149013,21849,44,13,d.720-800,b.30-40,0
15763922,608,South,Male,31,2023-01-08,87260,20000,0,2023-06-08,60901.72,0,14380,154953,225,74,b.580-660,b.30-40,1
15683522,678,Western,Female,37,2023-06-08,246236,20000,1,2023-08-08,135123.96,0,325229,221628,74,13,c.660-720,b.30-40,0
15665064,523,South,Male,36,2022-12-08,263400,20000,1,2023-07-08,155304.53,0,178264,133856,256,44,a.<580,b.30-40,0
15762218,701,South,Female,39,2022-11-08,379260,20000,1,2023-06-08,145894.9,0,274579,6115,286,74,c.660-720,b.30-40,0
15603323,660,North,Female,33,2023-07-08,288927,20000,1,2023-08-08,117834.91,0,178532,150648,44,13,b.580-660,b.30-40,0
15792360,668,South,Male,32,2023-01-08,40747,20000,0,2023-06-08,777.37,0,297005,230065,225,74,c.660-720,b.30-40,0
15607629,679,South,Male,48,2022-12-08,235180,20000,0,2023-06-08,23344.94,0,168716,139307,256,74,c.660-720,c.40-60,0
15793856,667,North,Female,36,2023-05-08,235612,20000,1,2023-07-08,186841.71,0,183573,21790,105,44,c.660-720,b.30-40,0
15619955,733,Western,Male,34,2023-05-08,313694,30000,0,2023-07-08,48559.19,1,428896,196571,105,44,d.720-800,b.30-40,0
15713769,617,North,Male,38,2023-01-08,242261,30000,0,2023-06-08,27239.28,0,262620,285522,225,74,b.580-660,b.30-40,0
15582951,696,South,Male,25,2022-12-08,343243,30000,1,2023-07-08,121904.44,0,225321,281290,256,44,c.660-720,a.18-30,1
15694566,602,South,Female,42,2022-10-08,286692,30000,1,2023-06-08,169921.11,1,242225,173453,317,74,b.580-660,c.40-60,0
15687688,564,Western,Female,32,2022-10-08,339577,30000,0,2023-07-08,15378.23,0,45781,19387,317,44,a.<580,b.30-40,0
15569222,781,South,Male,32,2023-02-08,115829,30000,0,2023-05-08,40066.95,0,339961,225751,194,105,d.720-800,b.30-40,0
15613518,647,South,Female,35,2023-02-08,56887,30000,1,2023-08-08,122584.29,0,281224,74149,194,13,b.580-660,b.30-40,0
15700476,564,Western,Male,41,2022-11-08,350867,30000,0,2023-07-08,34338.21,0,461627,108983,286,44,a.<580,c.40-60,0
15747043,599,North,Male,36,2023-04-08,222887,30000,0,2023-08-08,13210.56,0,132550,75258,135,13,b.580-660,b.30-40,0
15611329,608,North,Female,35,2023-02-08,203044,30000,1,2023-05-08,143463.28,0,319990,16935,194,105,b.580-660,b.30-40,0
15792650,382,North,Male,36,2023-08-08,14257,30000,1,2023-07-08,179540.73,1,80363,112989,13,44,a.<580,b.30-40,0
15639590,758,South,Female,30,2023-05-08,393444,30000,1,2023-07-08,156249.06,0,235828,200383,105,44,d.720-800,a.18-30,0
15722072,630,South,Male,53,2023-03-08,276943,30000,1,2023-05-08,114110.97,0,255458,47319,166,105,b.580-660,c.40-60,0
15579616,683,South,Male,42,2022-12-08,65983,30000,1,2023-06-08,198134.9,0,45956,106746,256,74,c.660-720,c.40-60,1
15642248,608,North,Male,66,2022-12-08,69740,30000,0,2023-08-08,65758.19,0,32790,207954,256,13,b.580-660,d.60+,1
15756848,633,North,Male,42,2022-10-08,53381,30000,0,2023-07-08,79408.17,0,111676,42390,317,44,b.580-660,c.40-60,0
15597385,573,North,Male,41,2023-03-08,66101,30000,0,2023-08-08,14479.29,0,309713,273774,166,13,a.<580,c.40-60,0
15697606,637,South,Female,21,2022-10-08,106602,30000,1,2023-06-08,175072.47,0,258898,261731,317,74,b.580-660,a.18-30,0
15678626,538,North,Female,31,2023-08-08,168932,30000,1,2023-07-08,179453.66,0,475488,37222,13,44,a.<580,b.30-40,0
15812982,509,North,Male,38,2023-06-08,211411,30000,1,2023-06-08,168460.12,0,369787,155725,74,74,a.<580,b.30-40,0
15613319,793,South,Female,33,2023-08-08,369555,30000,1,2023-05-08,175544.02,0,359431,115628,13,105,d.720-800,b.30-40,0
15658485,785,South,Female,34,2022-11-08,90115,30000,0,2023-07-08,68600.36,0,281658,153004,286,44,d.720-800,b.30-40,0
15720676,700,South,Female,37,2023-01-08,12166,30000,0,2023-08-08,17040.82,0,470707,242079,225,13,c.660-720,b.30-40,0
15757661,589,South,Male,39,2023-01-08,272074,30000,0,2023-08-08,95985.64,0,15571,282571,225,13,b.580-660,b.30-40,1
15745455,638,Western,Male,62,2023-04-08,281574,30000,0,2023-06-08,74241.09,0,281743,75532,135,74,b.580-660,d.60+,0
15598982,602,Western,Female,53,2023-03-08,43764,30000,0,2023-06-08,45038.29,1,484300,171818,166,74,b.580-660,c.40-60,0
15744046,606,North,Male,33,2022-12-08,139441,30000,0,2023-05-08,63176.77,0,212344,31767,256,105,b.580-660,b.30-40,0
15636590,575,South,Male,46,2023-07-08,97035,30000,0,2023-08-08,65998.26,0,377991,258260,44,13,a.<580,c.40-60,0
15633729,488,South,Male,43,2022-10-08,258079,30000,0,2023-07-08,28332.0,0,453297,35069,317,44,a.<580,c.40-60,0
15611644,627,South,Male,73,2023-08-08,236580,30000,0,2023-07-08,43615.67,0,170773,16571,13,44,b.580-660,d.60+,0
15758813,350,Western,Male,39,2023-08-08,37839,30000,1,2023-08-08,123602.11,1,213531,112311,13,13,a.<580,b.30-40,0
15722611,752,South,Female,53,2022-12-08,310851,30000,0,2023-07-08,51587.04,0,135338,128184,256,44,d.720-800,c.40-60,0
15810010,678,Western,Male,36,2023-02-08,100381,30000,0,2023-08-08,53172.02,0,480572,167502,194,13,c.660-720,b.30-40,0
15702300,671,South,Male,27,2023-03-08,91413,30000,1,2023-05-08,120893.07,0,139313,137448,166,105,c.660-720,a.18-30,0
15737521,619,Western,Male,40,2022-11-08,334105,30000,1,2023-07-08,140947.05,0,160928,199458,286,44,b.580-660,b.30-40,1
15747649,558,Western,Female,36,2023-08-08,229402,30000,1,2023-07-08,172363.52,0,414451,77735,13,44,a.<580,b.30-40,0
15614635,582,South,Male,52,2023-06-08,370190,30000,0,2023-06-08,40893.61,0,407762,210972,74,74,b.580-660,c.40-60,0
15765806,492,South,Male,29,2023-07-08,155104,30000,1,2023-08-08,196293.76,0,396346,259536,44,13,a.<580,a.18-30,0
15764537,703,South,Male,43,2022-12-08,280934,30000,0,2023-08-08,9704.66,0,241761,261531,256,13,c.660-720,c.40-60,1
15742358,696,Western,Male,32,2022-12-08,343565,30000,1,2023-07-08,115916.55,0,319174,174170,256,44,c.660-720,b.30-40,0
15810457,728,Western,Female,33,2022-11-08,215539,30000,1,2023-08-08,170764.08,0,200513,162972,286,13,d.720-800,b.30-40,0
15729954,586,South,Female,28,2023-03-08,214226,30000,1,2023-08-08,170487.4,1,418873,54389,166,13,b.580-660,a.18-30,0
15691624,820,South,Male,33,2023-06-08,225626,30000,0,2023-06-08,23067.97,0,330123,127614,74,74,e.800+,b.30-40,0
15716431,775,South,Male,30,2022-10-08,159832,30000,0,2023-06-08,96170.38,0,103659,170075,317,74,d.720-800,a.18-30,1
15737782,562,South,Male,29,2022-11-08,260395,30000,0,2023-05-08,25858.68,0,139335,293148,286,105,a.<580,a.18-30,1
15624936,631,South,Male,35,2022-12-08,155422,30000,0,2023-07-08,79146.36,0,351084,274246,256,44,b.580-660,b.30-40,0
15603135,634,Western,Female,59,2023-05-08,160730,30000,0,2023-05-08,97939.4,1,454011,38169,105,105,b.580-660,c.40-60,0
15721307,694,Western,Male,37,2023-07-08,110158,30000,1,2023-07-08,100335.55,0,314088,227382,44,44,c.660-720,b.30-40,0
15794792,612,South,Female,31,2022-12-08,158938,30000,0,2023-07-08,54129.86,0,160181,259339,256,44,b.580-660,b.30-40,0
15597914,641,Western,Female,51,2023-06-08,163194,30000,0,2023-06-08,26912.72,1,317031,283069,74,74,b.580-660,c.40-60,0
15576990,790,Western,Female,25,2023-03-08,322512,30000,0,2023-05-08,58214.79,0,354275,293900,166,105,d.720-800,a.18-30,0
15606901,728,South,Male,43,2023-01-08,176534,30000,0,2023-08-08,40023.7,0,477846,23099,225,13,d.720-800,c.40-60,0
15733797,506,South,Male,36,2023-03-08,363507,30000,1,2023-06-08,164253.35,0,186923,262818,166,74,a.<580,b.30-40,1
15665374,610,North,Male,31,2023-03-08,255424,30000,0,2023-07-08,63736.36,0,58472,155657,166,44,b.580-660,b.30-40,1
15752342,704,Western,Male,54,2023-02-08,199810,30000,1,2023-08-08,145071.33,1,159126,165638,194,13,c.660-720,c.40-60,1
15668580,716,North,Male,33,2023-06-08,30585,30000,0,2023-06-08,92916.53,0,37753,228583,74,74,c.660-720,b.30-40,0
15718245,730,South,Male,34,2023-07-08,375069,30000,1,2023-07-08,126592.01,0,135110,203542,44,44,d.720-800,b.30-40,1
15684958,489,Western,Male,38,2023-06-08,208601,30000,0,2023-08-08,82662.73,0,7056,38564,74,13,a.<580,b.30-40,1
15683157,613,South,Male,26,2023-04-08,353510,30000,1,2023-06-08,149653.81,0,69590,182110,135,74,b.580-660,a.18-30,1
15568469,653,South,Male,43,2023-08-08,184942,30000,0,2023-08-08,27862.58,0,475648,192304,13,13,b.580-660,c.40-60,0
15803538,695,North,Male,56,2023-07-08,61596,30000,1,2023-06-08,187734.49,1,263263,290334,44,74,c.660-720,c.40-60,0
15621653,716,South,Female,29,2022-10-08,80894,30000,1,2023-08-08,182531.74,0,387275,119404,317,13,c.660-720,a.18-30,0
15671387,507,South,Female,29,2023-04-08,244726,30000,1,2023-07-08,180626.68,0,286860,35636,135,44,a.<580,a.18-30,0
15684722,490,South,Male,34,2023-03-08,224145,30000,1,2023-06-08,154360.97,0,476850,193905,166,74,a.<580,b.30-40,0
15671582,660,North,Male,38,2023-02-08,134487,30000,1,2023-06-08,154641.91,0,479713,228892,194,74,b.580-660,b.30-40,0
15595883,540,Western,Male,39,2023-04-08,331453,30000,0,2023-08-08,16150.34,0,456822,58953,135,13,a.<580,b.30-40,0
15587584,503,North,Male,31,2023-04-08,151537,30000,0,2023-07-08,21645.06,0,60451,85455,135,44,a.<580,b.30-40,1
15810910,702,North,Female,38,2022-11-08,36612,30000,1,2023-07-08,158527.45,0,109644,36757,286,44,c.660-720,b.30-40,0
15806926,615,South,Female,35,2023-06-08,131222,30000,1,2023-07-08,139816.1,0,461154,180170,74,44,b.580-660,b.30-40,0
15590268,529,North,Male,35,2023-03-08,280198,30000,1,2023-06-08,112781.5,0,52956,161931,166,74,a.<580,b.30-40,1
15706163,518,Western,Male,46,2023-04-08,85860,30000,0,2023-08-08,92727.42,1,322421,75328,135,13,a.<580,c.40-60,0
15652808,774,South,Female,41,2023-03-08,39943,30000,1,2023-08-08,102426.06,0,456479,191805,166,13,d.720-800,c.40-60,0
15731669,554,South,Male,39,2023-06-08,116906,30000,1,2023-08-08,173197.12,0,381978,157607,74,13,a.<580,b.30-40,0
15761018,581,Western,Male,50,2023-06-08,79995,30000,1,2023-05-08,181224.24,1,323363,286306,74,105,b.580-660,c.40-60,0
15657163,623,Western,Male,42,2023-07-08,94251,30000,1,2023-08-08,100834.22,0,41405,132578,44,13,b.580-660,c.40-60,1
15718216,803,North,Male,43,2023-05-08,125266,30000,0,2023-06-08,72051.44,0,150089,43338,105,74,e.800+,c.40-60,0
15593694,814,South,Male,49,2022-12-08,321148,30000,1,2023-07-08,157822.54,0,41707,40943,256,44,e.800+,c.40-60,0
15739847,850,Western,Male,38,2023-03-08,247270,30000,0,2023-07-08,78268.61,0,132821,174850,166,44,e.800+,b.30-40,1
15797219,635,South,Female,40,2022-10-08,175222,30000,1,2023-06-08,131953.23,1,355177,178494,317,74,b.580-660,b.30-40,0
15645269,583,South,Female,42,2023-04-08,217711,30000,0,2023-07-08,17439.66,0,446848,264865,135,44,b.580-660,c.40-60,0
15603582,569,North,Female,34,2023-05-08,384468,30000,1,2023-07-08,133997.53,0,390561,158953,105,44,a.<580,b.30-40,0
15763579,702,Western,Female,36,2023-06-08,193328,30000,0,2023-07-08,52909.87,0,13396,2481,74,44,c.660-720,b.30-40,0
15806318,676,Western,Female,48,2023-06-08,305484,30000,0,2023-08-08,15068.53,1,255565,49100,74,13,c.660-720,c.40-60,0
15734850,676,North,Male,36,2023-07-08,124688,30000,1,2023-07-08,113810.12,0,401693,82777,44,44,c.660-720,b.30-40,0
15619699,558,South,Male,31,2023-01-08,73437,30000,1,2023-08-08,198269.08,0,405483,160920,225,13,a.<580,b.30-40,0
15705313,707,South,Female,33,2023-06-08,167264,30000,0,2023-08-08,83335.78,0,141104,109285,74,13,c.660-720,b.30-40,0
15674573,713,South,Female,25,2023-04-08,366372,30000,0,2023-07-08,56268.98,0,440139,96087,135,44,c.660-720,a.18-30,0
15776824,714,South,Male,28,2023-02-08,249983,30000,0,2023-08-08,67057.27,0,217595,186545,194,13,c.660-720,a.18-30,0
15664001,695,Western,Male,53,2022-12-08,205449,30000,0,2023-07-08,70140.8,1,54061,280088,256,44,c.660-720,c.40-60,1
15675626,726,South,Male,28,2023-06-08,61289,30000,0,2023-07-08,98060.51,0,45365,35582,74,44,d.720-800,a.18-30,0
15722599,751,South,Female,37,2022-11-08,116967,30000,0,2023-06-08,49734.94,0,220373,152840,286,74,d.720-800,b.30-40,0
15813916,622,South,Male,31,2023-07-08,50946,30000,1,2023-06-08,152305.47,0,2414,268449,44,74,b.580-660,b.30-40,1
